"","sentence","polarity","source","stanford_sentiment_value","stanford_sentiment"
"1184","Maybe there would be a reasonable explanation for this atrocity.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2362","This is an Outstanding little restaurant with some of the Best Food I have ever tasted.","1","dataset/yelp_labelled.txt","1","Negative"
"997","What a piece of junk.. I lose more calls on this phone.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1240","You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1929","Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"671","its extremely slow and takes forever to do anything with it.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1235","Do not waste your time.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1487","Overall I rate this movie a 10 out of a 1-10 scale.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"2401","This one is simply a disappointment.","0","dataset/yelp_labelled.txt","0","Verynegative"
"1645","Overall, a delight!  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2933","WAAAAAAyyyyyyyyyy over rated is all I am saying.","0","dataset/yelp_labelled.txt","1","Negative"
"1292","Rating: 1 out of 10.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"222","It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2612","I checked out this place a couple years ago and was not impressed.","0","dataset/yelp_labelled.txt","1","Negative"
"2875","Weird vibe from owners.","0","dataset/yelp_labelled.txt","1","Negative"
"2223","Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.","0","dataset/yelp_labelled.txt","E_vety","E_vety"
"1377","This was such an awesome movie that i bought it off of Ebay.  ","1","dataset/imdb_labelled.txt","1","Negative"
"1346","Babie Bop is very cute.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1211","His performance is simply genius.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"591","Sprint - terrible customer service.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"484","You won't regret it!","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2415","I can take a little bad service but the food sucks.","0","dataset/yelp_labelled.txt","1","Negative"
"2737","Friend's pasta -- also bad, he barely touched it.","0","dataset/yelp_labelled.txt","2","Neutral"
"805","Yes it's shiny on front side - and I love it!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"963","Also makes it easier to hold on to.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"472","The update procedure is difficult and cumbersome.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2648","Food was average at best.","0","dataset/yelp_labelled.txt","2","Neutral"
"1522","Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2561","My salad had a bland vinegrette on the baby greens and hearts of Palm.","0","dataset/yelp_labelled.txt","1","Negative"
"381","Great Hands Free Device.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1685","This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ","1","dataset/imdb_labelled.txt","3","Positive"
"883","The only good thing was that it fits comfortably on small ears.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1343","It is very educational for children 1 to 8 years old.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1253","The soundtrack sucked.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1304","I think i was one of the people who found this another one of roth's pearls.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"502","This battery is an excellent bargain!","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"2663","The owners are super friendly and the staff is courteous.","1","dataset/yelp_labelled.txt","1","Negative"
"1713","Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ","1","dataset/imdb_labelled.txt","3","Positive"
"169","doesn't last long.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"94","The ear buds only play music in one ear.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1759","A standout scene.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1896","There aren't death scenes like in previous movies and the f/x are terrible.  ","0","dataset/imdb_labelled.txt","1","Negative"
"771","AFter the first charge kept going dead after 12 minutes.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2797","The chips and salsa were really good, the salsa was very fresh.","1","dataset/yelp_labelled.txt","3","Positive"
"2090","Everything was fresh and delicious!","1","dataset/yelp_labelled.txt","4","Verypositive"
"1600","Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2165","Restaurant is always full but never a wait.","1","dataset/yelp_labelled.txt","2","Neutral"
"8","If you are Razr owner...you must have this!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"204","The best electronics of the available FM Transmitters.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"79","I love this phone , It is very handy and has a lot of features .","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1731",") some great music, and terrific scenery.  ","1","dataset/imdb_labelled.txt","3","Positive"
"90","The phone loads super!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"694","The biggest complaint I have is, the battery drains superfast.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2619","They really want to make your experience a good one.","1","dataset/yelp_labelled.txt","3","Positive"
"1439","Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2689","The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!","1","dataset/yelp_labelled.txt","3","Positive"
"450","There's really nothing bad I can say about this headset.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2062","This place receives stars for their APPETIZERS!!!","1","dataset/yelp_labelled.txt","2","Neutral"
"1547","The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ","0","dataset/imdb_labelled.txt","1","Negative"
"23","The commercials are the most misleading.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2730","As for the service, I thought it was good.","1","dataset/yelp_labelled.txt","3","Positive"
"1357","Now you know why I gave it a 10+!  ","1","dataset/imdb_labelled.txt","1","Negative"
"1584","It failed to convey the broad sweep of landscapes that were a great part of the original.  ","0","dataset/imdb_labelled.txt","1","Negative"
"40","worthless product.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2060","The ripped banana was not only ripped, but petrified and tasteless.","0","dataset/yelp_labelled.txt","1","Negative"
"1811","Of course the footage from the 70s was grainy, but that only enhanced the film.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"1395","(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ","1","dataset/imdb_labelled.txt","3","Positive"
"603","Those phones are working just fine now.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"1163","Awful.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2686","Total brunch fail.","0","dataset/yelp_labelled.txt","1","Negative"
"1559","The script is a big flawed mess.  ","0","dataset/imdb_labelled.txt","1","Negative"
"856","Just does not work.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2590","The kids play area is NASTY!","0","dataset/yelp_labelled.txt","2","Neutral"
"2678","The plantains were the worst I've ever tasted.","0","dataset/yelp_labelled.txt","1","Negative"
"742","Couldn't use the unit with sunglasses, not good in Texas!","0","dataset/amazon_cells_labelled.txt","1","Negative"
"102","Buyer Beware, you could flush money right down the toilet.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2525","Those burgers were amazing.","1","dataset/yelp_labelled.txt","3","Positive"
"2742","It was way over fried.","0","dataset/yelp_labelled.txt","1","Negative"
"1288","The acting was bad.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2691","It was absolutely amazing.","1","dataset/yelp_labelled.txt","4","Verypositive"
"1952","It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2633","Same evening, him and I are both drastically sick.","0","dataset/yelp_labelled.txt","1","Negative"
"2058","Not much seafood and like 5 strings of pasta at the bottom.","0","dataset/yelp_labelled.txt","1","Negative"
"1797","She carries the movie well.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1859","I won't spoil it, but the ending in pretty amazing.  ","1","dataset/imdb_labelled.txt","1","Negative"
"522","Thanks again to Amazon for having the things I need for a good price!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1751","The football scenes at the end were perplexing.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2228","The folks at Otto always make us feel so welcome and special.","1","dataset/yelp_labelled.txt","3","Positive"
"870","Just really good.. So far, probably the best BT headset I have ever had.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1369","I felt as though her going to Ireland did absolutely nothing whatsoever.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1750","I guess I liked the details of his dysfunction--he was believable.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1646","This movie is so mind-bendingly awful, it couldn't have even been created.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1374","I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1589","Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2711","That said, our mouths and bellies were still quite pleased.","1","dataset/yelp_labelled.txt","3","Positive"
"2238","I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).","1","dataset/yelp_labelled.txt","1","Negative"
"1539","there is no real plot.  ","0","dataset/imdb_labelled.txt","1","Negative"
"760","Its the best headset I have used.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"177","I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1573","Not recommended.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2770","* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!","1","dataset/yelp_labelled.txt","1","Negative"
"2172","This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.","1","dataset/yelp_labelled.txt","1","Negative"
"2452","Food was so gooodd.","1","dataset/yelp_labelled.txt","2","Neutral"
"69","Great for iPODs too.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2886","I had about two bites and refused to eat anymore.","0","dataset/yelp_labelled.txt","1","Negative"
"2854","The price is reasonable and the service is great.","1","dataset/yelp_labelled.txt","3","Positive"
"2704","Our server was very nice and attentive as were the other serving staff.","1","dataset/yelp_labelled.txt","3","Positive"
"2829","The service here is fair at best.","0","dataset/yelp_labelled.txt","3","Positive"
"640","Disappointing accessory from a good manufacturer.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1209","Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2158","I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.","1","dataset/yelp_labelled.txt","3","Positive"
"1545","It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ","1","dataset/imdb_labelled.txt","1","Negative"
"595","Better Than New.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1903","As for the killer, don't expect anything original or even remotely frightening.  ","0","dataset/imdb_labelled.txt","1","Negative"
"447","Does not fit.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"101","Integrated seamlessly with the Motorola RAZR phone.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"2914","How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!","0","dataset/yelp_labelled.txt","2","Neutral"
"2149","I give it 2 thumbs down","0","dataset/yelp_labelled.txt","2","Neutral"
"2941","It was equally awful.","0","dataset/yelp_labelled.txt","1","Negative"
"754","Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"630","I recommend iGo to anyone with different brand cell phones/mp3 players in the family.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1878","Linda Cardellini is the only thing good in this film.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2295","I didn't know pulled pork could be soooo delicious.","1","dataset/yelp_labelled.txt","1","Negative"
"1527","His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"339","It was an inexpensive piece, but I would still have expected better quality.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2843","I ate there twice on my last visit, and especially enjoyed the salmon salad.","1","dataset/yelp_labelled.txt","4","Verypositive"
"2567","The servers went back and forth several times, not even so much as an ""Are you being helped?""","0","dataset/yelp_labelled.txt","2","Neutral"
"1841","This was one of the worst films i have ever seen.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2236","If it were possible to give them zero stars, they'd have it.","0","dataset/yelp_labelled.txt","1","Negative"
"819","Doesn't do the job.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2559","All of the tapas dishes were delicious!","1","dataset/yelp_labelled.txt","3","Positive"
"1531","there are so many problems i dont know where to start.  ","0","dataset/imdb_labelled.txt","1","Negative"
"82","Not a good bargain.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"1781","The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ","0","dataset/imdb_labelled.txt","1","Negative"
"893","Excellent product for the price.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1667","If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1623","But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2889","Seriously killer hot chai latte.","1","dataset/yelp_labelled.txt","1","Negative"
"577","The battery life is highly unacceptable.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1428","The sets are so bad, they wouldn't look out of place on a Thunderbirds episode.  ","0","dataset/imdb_labelled.txt","1","Negative"
"271","Not only will it drain your player, but may also potentially fry it.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"648","Great phone.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1277","I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"558","I have purchased these for both family and friends, and all enjoy their clarity and ease of use","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2810","The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.","1","dataset/yelp_labelled.txt","3","Positive"
"1224","This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2048","The burger is good beef, cooked just right.","1","dataset/yelp_labelled.txt","3","Positive"
"2798","This place is great!!!!!!!!!!!!!!","1","dataset/yelp_labelled.txt","3","Positive"
"1566","This convention never worked well in the past, and certainly doesn't work here.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1324","The ending is so, SO perfect... you'll shed a tear.  ","1","dataset/imdb_labelled.txt","3","Positive"
"264","Absolutel junk.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1606","In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1851","Now imagine that every single one of those decisions was made wrong.  ","0","dataset/imdb_labelled.txt","1","Negative"
"277","I wasted my little money with this earpiece.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"415","After a year the battery went completely dead on my headset.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1561","Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1662","Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1927","Funny, clever, hip - just like Pray's previous film, Hype!  ","1","dataset/imdb_labelled.txt","3","Positive"
"427","every thing on phone work perfectly, she like it.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1970","At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1999","Exceptionally bad!  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2078","The sweet potato fries were very good and seasoned well.","1","dataset/yelp_labelled.txt","3","Positive"
"21","I went on Motorola's website and followed all directions, but could not get it to pair again.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2607","It was awesome.","1","dataset/yelp_labelled.txt","2","Neutral"
"483","After charging overnight, these batteries work great.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1508","By the time the film ended, I not only disliked it, I despised it.  ","0","dataset/imdb_labelled.txt","3","Positive"
"368","I had ordered a motorola data cable, got a very well finished and working product.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1817","The warmth it generates is in contrast to its austere backdrop.  ","1","dataset/imdb_labelled.txt","3","Positive"
"766","in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2541","I had the opportunity today to sample your amazing pizzas!","1","dataset/yelp_labelled.txt","3","Positive"
"1353","It is shameful.  ","0","dataset/imdb_labelled.txt","1","Negative"
"142","During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"725","In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?","1","dataset/amazon_cells_labelled.txt","1","Negative"
"1968","Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ","1","dataset/imdb_labelled.txt","3","Positive"
"323","The Ngage is still lacking in earbuds.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"867","It's been my choice headset for years.Great sound; good volume; good noise cancellation.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2673","As a sushi lover avoid this place by all means.","0","dataset/yelp_labelled.txt","1","Negative"
"1403","It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"755","The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2790","Great atmosphere, friendly and fast service.","1","dataset/yelp_labelled.txt","3","Positive"
"599","This is a great phone!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"2990","I would avoid this place if you are staying in the Mirage.","0","dataset/yelp_labelled.txt","1","Negative"
"1702","How awful she is!  ","0","dataset/imdb_labelled.txt","1","Negative"
"1771","An Italian reviewer called this ""a small, great film,"" and that's right.  ","1","dataset/imdb_labelled.txt","3","Positive"
"307","Has been working great.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"986","There was so much hype over this phone that I assumed it was the best, my mistake.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2623","The grilled chicken was so tender and yellow from the saffron seasoning.","1","dataset/yelp_labelled.txt","1","Negative"
"1167","This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1525","Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1451","Wow, what a bad film.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1712","Lame would be the best way to describe it.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"1858","In short, don't bother with this movie.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2450","My ribeye steak was cooked perfectly and had great mesquite flavor.","1","dataset/yelp_labelled.txt","3","Positive"
"2085","The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.","0","dataset/yelp_labelled.txt","1","Negative"
"2252","There is nothing privileged about working/eating there.","0","dataset/yelp_labelled.txt","1","Negative"
"772","VERY cheap plastic, creaks like an old wooden floor.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1129","It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ","1","dataset/imdb_labelled.txt","3","Positive"
"627","Don't make the same mistake that I did and please don't buy this phone.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1582","However, here there was no decent acting, action or location work to balance things up.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2995","I can't tell you how disappointed I was.","0","dataset/yelp_labelled.txt","1","Negative"
"657","Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2692","I probably won't be back, to be honest.","0","dataset/yelp_labelled.txt","1","Negative"
"735","We have tried 2 units and they both failed within 2 months.. Pros","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"319","I want my money back.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1912","This is not movie-making.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1980","It is a very well acted and done TV Movie.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"437","I wish I could return the unit and get back my money.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2393","I have been here several times in the past, and the experience has always been great.","1","dataset/yelp_labelled.txt","3","Positive"
"2249","The lighting is just dark enough to set the mood.","1","dataset/yelp_labelled.txt","1","Negative"
"2465","The inside is really quite nice and very clean.","1","dataset/yelp_labelled.txt","4","Verypositive"
"1193","This movie suffered because of the writing, it needed more suspense.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1932","I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ","1","dataset/imdb_labelled.txt","1","Negative"
"1483","I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ","1","dataset/imdb_labelled.txt","3","Positive"
"614","I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"706","I love this cable - it allows me to connect any mini-USB device to my PC.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1865","The scripting of the subtle comedy is unmatched by any movie in recent years.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1074","There are some generally great things in it.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1782","The Foreigner is not worth one second of your time.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2446","Not to mention the combination of pears, almonds and bacon is a big winner!","1","dataset/yelp_labelled.txt","3","Positive"
"2508","My gyro was basically lettuce only.","0","dataset/yelp_labelled.txt","2","Neutral"
"749","Does not fit.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2721","Cute, quaint, simple, honest.","1","dataset/yelp_labelled.txt","3","Positive"
"1048","The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2754","We were sat right on time and our server from the get go was FANTASTIC!","1","dataset/yelp_labelled.txt","1","Negative"
"859","If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"549","The case is a flimsy piece of plastic and has no front or side protection whatsoever.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"704","lightweight and works well.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1641","But it is entertaining, nonetheless.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2646","Very bad Experience!","0","dataset/yelp_labelled.txt","1","Negative"
"2489","It was attached to a gas station, and that is rarely a good sign.","0","dataset/yelp_labelled.txt","3","Positive"
"1266","All things considered, a job very well done.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2578","Service was good and the company was better!","1","dataset/yelp_labelled.txt","3","Positive"
"2410","TOTAL WASTE OF TIME.","0","dataset/yelp_labelled.txt","1","Negative"
"1998","In a word, it is embarrassing.  ","0","dataset/imdb_labelled.txt","1","Negative"
"601","Their Research and Development division obviously knows what they're doing.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2861","This place is pretty good, nice little vibe in the restaurant.","1","dataset/yelp_labelled.txt","3","Positive"
"2268","Thus far, have only visited twice and the food was absolutely delicious each time.","1","dataset/yelp_labelled.txt","3","Positive"
"464","Disappointed!.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"2413","For service, I give them no stars.","0","dataset/yelp_labelled.txt","1","Negative"
"1088","The Wind and the Lion is well written and superbly acted.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"1207","I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1424","Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2016","I was shocked because no signs indicate cash only.","0","dataset/yelp_labelled.txt","1","Negative"
"1633","I'll give this film 10 out of 10!  ","1","dataset/imdb_labelled.txt","3","Positive"
"926","Motorola finally got the voice quality of a bluetooth headset right.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1128","My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2925","However, there was so much garlic in the fondue, it was barely edible.","0","dataset/yelp_labelled.txt","2","Neutral"
"95","Dont waste your money...","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"1974","This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2621","I had the chicken Pho and it tasted very bland.","0","dataset/yelp_labelled.txt","1","Negative"
"1122","The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ","1","dataset/imdb_labelled.txt","3","Positive"
"676","Can't upload ringtones from a third party.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"530","Razr Battery - Good buy.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"367","Waste of money.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2545","No, I'm going to eat the potato that I found some strangers hair in it.","0","dataset/yelp_labelled.txt","1","Negative"
"536","All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1564","The film looks cheap and bland.  ","0","dataset/imdb_labelled.txt","1","Negative"
"843","Terrible.. My car will not accept this cassette.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"692","Clear crisp sound.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"430","My Sanyo has survived dozens of drops on blacktop without ill effect.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"255","This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1521","It is zillion times away from reality.  ","0","dataset/imdb_labelled.txt","2","Neutral"
"2659","It was just not a fun experience.","1","dataset/yelp_labelled.txt","1","Negative"
"1827","The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2409","Service was fantastic.","1","dataset/yelp_labelled.txt","3","Positive"
"1997","Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2999","The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.","0","dataset/yelp_labelled.txt","1","Negative"
